AmountWines
11
96
240
1332
13
19
520
1000
157
39
68
67
420
209
245
1032
22
5
901
67
99
144
143
39
1
275
817
30
5
562
15
6
30
154
182
244
709
173
471
11
68
6
641
233
98
198
68
940
18
224
209
161
820
179
141
967
620
9
8
1285
819
18
658
1285
505
9
1239
46
120
1184
31
595
5
48
423
241
7
10
202
28
16
117
1023
233
51
28
318
158
22
508
1
428
14
352
16
863
98
40
557
4
594
79
15
138
1478
1
378
447
134
980
329
6
7
7
9
454
9
6
14
1
5
284
795
8
24
40
239
615
526
1296
30
11
5
604
376
112
421
48
245
9
183
252
5
84
750
244
5
121
90
9
565
1149
32
556
11
77
587
29
800
20
14
482
280
56
296
301
70
437
283
12
230
37
15
516
75
132
155
347
392
217
194
201
448
514
512
960
26
382
171
35
480
26
548
14
1
806
230
39
1060
823
155
38
4
313
244
208
1218
604
52
387
452
371
491
1205
4
179
378
23
576
7
836
493
1349
20
423
525
8
620
29
8
12
311
398
2
520
512
31
515
86
492
1048
688
562
328
328
4
9
84
36
13
9
415
931
3
384
91
290
102
14
840
358
221
39
179
261
559
5
856
86
53
332
11
539
365
236
882
1
0
603
66
153
27
267
4
14
184
357
32
1103
530
8
4
189
1
53
65
62
731
953
465
912
228
866
320
22
313
3
899
159
1
458
336
135
3
68
606
5
598
368
69
642
0
162
160
42
397
38
370
349
16
610
100
20
2
375
724
7
2
3
168
1073
1001
238
395
4
301
620
482
1302
1308
7
25
464
317
215
31
712
18
159
531
212
5
65
6
174
16
997
0
56
1
1
11
36
180
318
16
159
1090
75
68
605
33
50
29
170
40
14
295
6
1
1
2
274
95
265
1126
2
184
172
9
519
40
158
187
134
71
483
749
476
693
100
691
51
438
63
386
10
431
29
283
70
173
16
620
125
281
180
63
2
29
71
26
8
770
28
25
90
6
10
124
240
2
349
400
277
760
145
129
11
46
713
185
404
10
5
217
293
1181
522
40
73
4
397
760
15
24
42
9
19
47
303
182
88
288
790
2
6
226
327
234
31
355
179
709
1103
407
273
757
194
269
992
3
4
315
1092
279
416
33
266
173
625
434
304
454
16
2
8
26
65
82
546
450
183
738
1
7
99
51
412
2
736
322
292
376
15
2
37
